Unnamed: 0,question,type,keywords
5400,물은 0도에서 끓는다.,자기조절학습검사,"단서, 상징, 다양한, 가설설정, 뷰티, 강점, 해주는, 때문, 초인, 안정적"
5401,고장 난 물건을 보면 분해를 한다. ,진로발달검사,"이해하기, 안온하게, 수학적, 게임, 거부감, 현실적, 수학, 사람, 의견, 상징"
5402,나는 게임을 하면 숙제를 할 시간이 없다는 것을 알면서도 게임을 계속 한다.,자기조절학습검사,"세세한, 기존, 성향, 리더십, 건강, 탐색하는, 가치, 좋아하고, 음악, 미술"
5403,다소 어렵더라도 호기심이 생기는 수업이나 과제가 좋다.,자기조절학습검사,"단위, 해결하는, 방법, 사용하기, 국내여행, 범주, 여행, 차트, 불편함을, 반응하는"
5404,부모님과 나의 관심사에 대해 이야기하지 않는 것이 편하다.  ,진로발달검사,"직접, 거부감, 일반적, 호기심, 어려움, 불편, 사고, 생각하며, 조각, 나타나는"
5405,나는 계산문제를 재빠르게 암산할 수 있다.,다중지능검사,"그룹, 계획적, 이해, 해결할, 기민성, 꼼꼼하고, 환경, 있고, 인식, 인식"
5406,공부를 안했을 때 벌어질 부정적인 결과들을 생각해 본다.,자기조절학습검사,"능력, 성향, 조각, 곡선, 관심, 관계지각, 적응하고, 추상적, 적절한, 내향적"
5407,노력하는 과정이 결과보다 중요하다고 생각한다.,자기조절학습검사,"않는, 기술, 과학적, 시를, 야외자연활동, 조성하, 대처하지, 넘칩니다, 자동차, 학문"
5408,보람,자기조절학습검사,"축구, 릴레이, 있으며, 보입니다, 안정적, 신체, 요지, 대화, 안정적, 가능성"
5409,공부하기 싫어질 때 부모님을 생각하며 다시 노력한다.,자기조절학습검사,"내고, 제스처, 않는, 단위, 규칙적, 증명, 구체적, 추상적, 해결할, 등산"
5410,교통규칙을 항상 지킨다.,자기조절학습검사,"가능성, 생각, 운동, 상태, 생각하는, 리더십, 단위, 추리, 동정심, 요지"
5411,나는 많은 사람들 앞에서 토론하고 발표하는 것을 좋아한다.,다중지능검사,"외국어, 정서적, 대화, 해주는, 도형, 자전거, 취미생활, 신체교육, 사랑, 조용한"
5412,나는 게임을 하면 숙제를 할 시간이 없다는 것을 알면서도 게임을 계속 한다.,자기조절학습검사,"분류하기, 신체언어, 거부감, 영화, 해결할, 이론, 오감, 구조, 시뮬레이션, 일반적"
5413,나는 국어나 글쓰기 시간을 좋아한다.,다중지능검사,"자료, 정서지능, 관습적, 메타, 탐색하는, 가설설정, 위해, 계획적, 일반적, 자신"
5414,"환자들의 의료 기록을 정리, 관리한다. ",진로발달검사,"관심, 오감, 내고, 명랑하고, 자전거, 인내심, 불안정하여, 소리, 그래프, 패턴"
5415,학교에서 배우는 내용들이 언젠가는 쓸모가 있을 것이다.,자기조절학습검사,"설정, 말하기, 필요, 디지털, 기술, 해결할, 다른, 뚜렷한, 어울릴, 형태"
5416,나는 계산문제를 재빠르게 암산할 수 있다.,다중지능검사,"이해하기, 자주, 강점, 인내심, 판단하는, 구조, 단서, 시뮬레이션, 있으며, 적극적"
5417,항상 다른 사람의 입장을 배려하는 편이다.,다요인검사,"독서, 중요하게, 함께, 기존, 항목, 뚜렷한, 코딩, 대처하지, 적극적, 수학적"
5418,나는 공부하기 싫어질 때 미래를 생각하며 정신을 차리려고 노력한다.,자기조절학습검사,"자기, 않는, 기억전략, 활용하기, 스노보드, 적응하고, 도형, 말하기, 스노보드, 흐름"
5419,"나는 공부할 때 방해되거나 필요 없는 것들(게임기, 만화책,휴대폰 등)을 치운다.",자기조절학습검사,"보거나, 스터디, 대처하지, 흐름, 외국어, 깊습니다, 받으며, 강점, 자기계발, 믿고"
5420,우리 사회는 혁신과 개혁을 추구하는 이상주의자들이 더 필요하다.,다요인검사,"유형화, 없으나, 활동, 스노보드, 많은, 디지털, 꼼꼼하고, 야외체험학습, 비언어적, 릴레이"
5421,어려운 사람을 보살피는 일을 한다. ,진로발달검사,"타고, 성향, 범주, 반응할, 비판적이거나, 수학적, 적극적, 가능성, 학습, 중재학습"
5422,어떻게 하면 즐겁게 공부할 수 있는지 생각해 본다.,자기조절학습검사,"제스처, 가던, 게임, 정서적, 상호관계, 증명, 곡선, 넘칩니다, 조용한, 에너지"
5423,짜증,자기조절학습검사,"미술, 칭찬, 공부하기, 뷰티, 메타, 곡선, 때문, 인식, 않는, 학문"
5424,나는 악기(피아노나 바이올린 등)를 배우는 것이 재미있다.,다중지능검사,"기능, 협동적, 과학, 시각, 쓰기, 이론, 스트레스, 현장학습, 건강, 정서조절"
5425,"나는 공부하다가 모르는 내용이 있으면 자습서, 사전, 인터넷 등을 찾아본다.",자기조절학습검사,"일상생활, 어려움, 가치, 과학, 연극, 긍정적, 기술, 학문, 통해, 아닙니다"
5426,나는 다른 사람들로부터 다정하고 친절하다는 말을 자주 듣는다.,다중지능검사,"동기유발, 반응할, 기민성;, 사교적, 상태, 제스처, 학습법, 겪을, 살펴볼, 도식"
5427,지금 잘하는 일을 계속하여 잘하게 될지 궁금하다.  ,진로발달검사,"거부감, 동물, 기억전략, 노래, 편이, 말하기, 시관환경관리, 내용, 독서, 편이"
5428,나는 다양한 악기의 소리를 잘 구분해낸다.,다중지능검사,"스포츠, 국내여행, 목표, 느낄, 학문, 많고, 논리, 생각하는, 유형화, 있을"
5429,다른 사람의 감정을 상하게 한 적이 없다.,자기조절학습검사,"해냅니다, 판단하는, 해내기, 표현할, 직접, 스포츠, 증명, 미용, 해결할, 어울릴"
5430,이루어질 수 없는 일은 아예 생각하지도 않는다.,다요인검사,"목표, 사진, 집단적, 음악, 헬스, 다시, 학습내용, 편안한, 여행, 능력"
5431,나는 다양한 악기의 소리를 잘 구분해낸다.,다중지능검사,"동물, 연극, 정서지능, 과학적, 이론, 분류하기, 성향, 칭찬, 해결하는, 의견"
5432,자원봉사를 한다. ,진로발달검사,"릴레이, 칭찬, 사람, 사람들, 없으나, 집단적, 스터디, 말하기, 활용하기, 상상력"
5433,노력하는 과정이 결과보다 중요하다고 생각한다.,자기조절학습검사,"지각하는, 과학, 듣기, 양보, 기분, 편이, 추론, 위해, 자기, 합니다"
5434,나는 직업을 선택하는데 공부가 중요한 역할을 할 것이라고 생각한다.,자기조절학습검사,"정서, 학습법, 좋아하고, 운동, 식물, 탐색하는, 어려울, 취미생활, 사고, 주의"
5435,즐거움,자기조절학습검사,"구체적, 생각하며, 학습, 작은, 세세한, 관계지각, 적절한, 서핑, 듣지만, 없고"
5436,나는 결과보다 노력하는 과정이 중요하다고 생각한다.,자기조절학습검사,"어려울, 살펴볼, 삼단논법, 경험하기를, 체험학습, 유형화, 시뮬레이션, 악기연주하기, 신체교육, 조각"
5437,나는 계획표를 짜서 그에 따라 공부하는 것이 너무 어렵다.,자기조절학습검사,"동정심, 세계, 패턴, 편안히, 유형화, 자전거, 타고, 정서조절, 정서조절, 아니며"
5438,이것저것 할 일들을 생각하면 가슴이 답답하다.,다요인검사,"노래, 리더십, 연극, 있고, 반응할, 움직여, 학습, 사고, 항목, 정서적"
5439,나는 사물이 어떻게 작동하는지에 대해 질문을 많이 한다.,다중지능검사,"보거나, 노래, 위해, 스노보드, 해결하는, 자기, 자연학습, 겪고, 겪을, 리더십"
5440,나는 효과적으로 공부하기 위해 과목별로 시간 계획을 세워 공부한다.,자기조절학습검사,"시간환경관리, 시관환경관리, 자원활용, 현장학습, 적극적, 가던, 반응할, 해주는, 만지거나, 목표"
5441,건축설계보다 소설 쓰는 일이 더 재미있을 것 같다.,다요인검사,"노래하기, 뚜렷한, 그림, 도움, 유형화, 공부하기, 좋아하고, 여기는, 경우일, 패션"
5442,이해가 안 되는 부분은 시간을 늘려 공부한다.,자기조절학습검사,"얼굴표정, 패션, 혹은, 자전거, 공감하면서도, 미술, 말하기, 기억전략, 받아들이기, 메타"
5443,공부하기 전에 얼마나 할 지 미리 공부 양을 정하고 시작한다.,자기조절학습검사,"약점, 관계, 미루지, 구체적, 스트레스, 강점, 해냅니다, 다른, 요지, 양보"
5444,공부가 나에게 도움을 준다고 생각한다.,자기조절학습검사,"축구, 정서조절, 중요하게, 통해, 코딩, 분류, 시간환경관리, 기민성;, 야외자연활동, 보입니다"
5445,공부하기 지루하면 낙서나 딴 생각 등으로 시간을 때운다.,자기조절학습검사,"사람들, 상호관계, 대화, 요가, 설정, 수집, 운동, 지각하는, 대화, 메타"
5446,나는 주변사람들로부터 진로에 관한 정보를 구한다. ,진로발달검사,"사람, 가려고, 시간환경관리, 관찰, 전신운동기능, 일상생활, 양보, 그룹, 연산, 그래프"
5447,공부하다가 불안하고 초초할 때 마음을 편안하게 하는 나만의 방법이 있다.,자기조절학습검사,"목표, 풍부해, 어울릴, 적극적, 추려, 시각, 안온하게, 소셜미디어, 전신운동기능, 없으나"
5448,불안함,자기조절학습검사,"양보, 있음에도, 분류하는, 있을, 반응할, 필요, 중간, 음악, 크기, 아니며"
5449,남이 욕을 하거나 미워해도 별로 동요하지 않는다.,다요인검사,"숫자, 방법, 관찰, 편안한, 있으며, 적극적, 그룹, 언어, 맞게, 인테리어"
5450,나는 직접 과학 실험을 하고 결과를 예상하고 추리하는 것을 좋아한다.,다중지능검사,"상태, 인내심, 그래프, 축구, 학습내용, 다양한, 도움, 인식, 지각하는, 스트레스"
5451,나는 캠핑이나 등산과 같은 자연과 어울리는 활동을 즐긴다.,다중지능검사,"신체언어, 사고, 미용, 학문, 즐김, 시관환경관리, 악기연주하기, 조용한, 깊게, 해냅니다"
5452,나는 우울한 기분이 들면 즐거워지기 위한 나만의 방법을 사용한다.,다중지능검사,"영화, 댄스, 학습내용, 도표, 동작, 릴레이, 실천전략, 동물, 신체언어, 비언어적"
5453,나는 계산문제를 재빠르게 암산할 수 있다.,다중지능검사,"시뮬레이션, 설정, 논리적, 그림, 보거나, 사교적, 가능성, 축구, 상황, 학습"
5454,나는 다른 사람보다 끈기가 강한 편이다.,자기조절학습검사,"넘칩니다, 방법, 드러나지, 골프, 축구, 추론, 관찰, 이해전략, 경험하기를, 명랑하고"
5455,의사 : 환자가 건강을 회복할 수 있도록 치료하는 사람 ,진로발달검사,"거부감, 체험학습, 노래, 스터디, 일반적, 주의, 표현할, 해내기, 곡선, 관계"
5456,공부하는데 방해되지 않도록 TV나 컴퓨터를 끈다.,자기조절학습검사,"학문, 노래, 듣지만, 해외여행, 미루지, 해석, 바둑, 내향적, 가기, 구조"
5457,"나는 시험 볼 때 문제의 수, 종류, 배점에 따라 머릿속으로 시간을 배분해 본다.",자기조절학습검사,"이해, 제시하는, 다양한, 있을, 불편함이, 안온하게, 협동적, 추려, 축구, 아니며"
5458,나는 모르는 사람 앞에서도 이야기를 잘 할 수 있다.,다중지능검사,"자동차, 미술, 추려, 상태, 드라마, 실천전략, 성실하게, 힘들어합니다, 타고, 사람"
5459,법관이 되어 범죄자들을 재판한다. ,진로발달검사,"음악, 느낄, 다시, 있고, 게임, 실천전략, 말로, 시를, 아는, 등산"
5460,막막함,자기조절학습검사,"공예, 아닌지, 도움, 다른, 받아들이기, 신체, 함께, 독서, 범주, 실천전략"
5461,시험을 볼 때 너무 긴장해서 아는 것도 제대로 쓰지 못할 때가 있다.,자기조절학습검사,"부끄럼, 믿고, 제스처, 만화, 해결할, 논리적, 칭찬, 현장학습, 관습적, 자원활용"
5462,CEO : 기업을 대표하는 사람 ,진로발달검사,"도움, 미루지, 유형화, 믿고, 상호관계, 다른, 좋아하고, 만들어, 만지거나, 미루지"
5463,토론에서는 인간적인 화해보다도 옳은 의견을 가려내는 것이 더 중요하다.,다요인검사,"상상력, 부끄럼, 적응하고, 세계, 자동차, 공부하기, 긴장유지, 겪고, 협동적, 수학"
5464,나는 동물이나 식물을 좋아하고 잘 돌본다.,다중지능검사,"과학, 논리, 메타, 철저한, 표현할, 학습내용, 관계지각, 자기주장, 편안히, 신체언어"
5465,나는 중요한 내용에 밑줄을 긋거나 표시하면서 공부한다.,자기조절학습검사,"않는, 시를, 요가, 자기주도적, 대처하지, 도움, 음악, 독서, 해냅니다, 끝내지"
5466,나는 체육시간을 좋아한다.,다중지능검사,"않는, 공예, 좋아하고, 사용하기, 사랑, 조성하, 받아들이기, 진로, 반응할, 학습내용"
5467,나는 어떤 물건을 새롭게 꾸며서 창조하는 것을 좋아한다.,다중지능검사,"꼼꼼하고, 받으며, 자원활용, 경험들, 스터디, 자동차, 좋아하고, 학습법, 있어, 밴다이어그램"
5468,공부하기 싫어질 때 나보다 더 좋은 성적을 받을 친구들을 떠올려 본다.,자기조절학습검사,"없으나, 저널, 다시, 해결할, 단서, 현실적, 신체언어, 아닙니다, 살펴볼, 예민하고"
5469,나는 시험 보는 중에도 나쁜 결과가 나올까 심하게 걱정된다.,자기조절학습검사,"전신운동기능, 대한, 많은, 인식, 미용, 그룹, 추리, 건강, 패션, 도식"
5470,나는 몸을 많이 움직이는 신체활동이나 율동을 좋아한다.,다중지능검사,"없고, 밴다이어그램, 실천전략, 스피드, 만들어, 야외자연활동, 정서적, 작은, 믿고, 얼굴표정"
5471,나는 내 방이나 물건을 재미있고 예쁘게 꾸민다.,다중지능검사,"표현할, 영화, 외국어, 사용하기, 자기, 요리, 긴장유지, 식물, 동기유발, 여행"
5472,나는 이해하기 쉽도록 공부한 내용을 머릿속으로 정리해 본다.,자기조절학습검사,"추상적, 과학적, 오감, 풍부해, 건강, 배낭여행, 가치, 대화, 개인사를, 추상적"
5473,나는 주변 사람들이 정해준 대로 공부하는 것이 편하다.  ,진로발달검사,"있을, 논리, 관찰, 내향적, 깊습니다, 제스처, 기존, 활용하기, 창의적, 합니다"
5474,모르는 친구와의 만남에서도 편안한 분위기를 만들기 위해 노력한다. ,진로발달검사,"사람, 도움, 분류, 친구들, 드라마, 차트, 기민성;, 바둑, 항목, 운동"
5475,변호사 : 법원의 결정에 따라 피고나 원고를 변론하는 사람 ,진로발달검사,"받으며, 제스처, 양보, 항목, 구조, 상호관계, 보다, 자기계발, 영화, 에너지"
5476,"공부에 방해되거나 필요 없는 것들(게임기, 만화책,휴대폰 등)을 치운다.",자기조절학습검사,"있고, 연극, 크기, 다른, 자원활용, 만지거나, 사람, 소리, 좋아합니다, 사랑"
5477,나는 결과보다 노력하는 과정이 중요하다고 생각한다.,자기조절학습검사,"중재학습, 대처하지, 릴레이, 수학적, 에너지, 곡선, 필요, 자기, 가치, 가기"
5478,내 꿈을 이루기 위한 학업계획을 세워 나가고 있다.,진로발달검사,"항목, 비판적이거나, 다른, 외국어, 범주, 항목, 댄스, 부끄럼, 사랑, 적절한"
5479,나는 실외에서 하는 게임이나 스포츠를 좋아한다.,다중지능검사,"믿고, 정서조절, 형태, 그림, 성향, 내고, 어려움, 적응하고, 평균, 학문"
5480,나는 공부를 안했을 때 벌어질 나쁜 결과들을 생각해 본다.,자기조절학습검사,"있으며, 친구들, 학습법, 가치, 패턴, 정서조절, 정서적, 만화, 해외여행, 인테리어"
5481,관심 직업의 일터와 하루 일과에 대해 찾아본 적이 있다. ,진로발달검사,"시각, 위해, 대처하지, 삼단논법, 자원활용, 범주, 상태, 학습내용, 해결하는, 받으며"
5482,간호사 : 병원에서 의사의 처방에 따라 환자를 치료하는 사람 ,진로발달검사,"다시, 능력, 목표, 스포츠, 독서, 스피드, 골프, 자기계발, 살펴볼, 곡선"
5483,나는 어떤 친구가 도움이 필요한지 잘 알아챈다.,다중지능검사,"신체교육, 삼단논법, 흐름, 자연학습, 이해하기, 자료, 수학적, 패턴, 많고, 있어"
5484,새로운 것을 알았을 때 뿌듯함을 느낀다.,자기조절학습검사,"미술, 평균, 생각하며, 노래, 경우일, 연역적, 에너지, 사교적, 상태, 비언어적"
5485,노는 것을 그만두고 공부를 시작하는 것이 어렵다.,자기조절학습검사,"관심, 경우일, 봉사, 과학, 해석, 동물, 해결할, 여행, 항목, 동물"
5486,일을 능률적으로 잘 하는 사람을 좋아한다.,다요인검사,"어떻게, 도움, 없으나, 해결할, 등산, 인내심, 메타, 개인사를, 단서, 맞게"
5487,어려운 사람을 보살피는 일을 한다. ,진로발달검사,"다양한, 겪을, 학습내용, 학습법, 상상력, 필요, 보거나, 수학적, 협동적, 긍정적"
5488,나는 달리기를 하면 다른 아이들보다 잘 하는 편이다.,다중지능검사,"봉사, 어떻게, 대처하지, 자동차, 상징, 기하학적, 중요하게, 겪고, 흐름, 드라마"
5489,"소방관 : 화재를 사전에 예방하거나 진압하고, 인명을 구조하는 사람 ",진로발달검사,"저널, 평균, 있으며, 저널, 받으면, 항목, 다양한, 댄스, 느낄, 자동차"
5490,나는 행복하다.,다요인검사,"여행, 사진, 현실적, 안온하게, 얼굴표정, 자연학습, 기술, 관심, 관심, 깊게"
5491,새로운 사실을 알아내기 위해 연구한다. ,진로발달검사,"해냅니다, 지각하는, 협동적, 합니다, 없으나, 구체적, 중재학습, 맡기는, 스노보드, 진로"
5492,나는 공부하다 지루해지면 다시 집중하기 어렵다.,자기조절학습검사,"함께, 세세한, 취미생활, 있고, 릴레이, 쇼핑, 평균, 연역적, 드라마, 만지거나"
5493,"나는 사물을 분해, 조립, 재구성하는 것을 즐겨한다.",다중지능검사,"신체언어, 사교적, 학습내용, 사고, 적응하고, 그래프, 약점, 신체, 요가, 소셜미디어"
5494,나는 다른 사람들로부터 그림 그리기나 만들기를 잘한다는 말을 자주 듣는다.,다중지능검사,"지식, 기능, 흐름, 이해하기, 수학적, 동기유발, 비판적이거나, 사랑, 작곡하는, 구체적"
5495,"공부에 방해되거나 필요 없는 것들(게임기, 만화책,휴대폰 등)을 치운다.",자기조절학습검사,"상황, 성실하게, 오감, 공감하면서도, 가능성, 받아들이기, 환경, 반응할, 어려움, 많고"
5496,나는 다른 사람들로부터 다정하고 친절하다는 말을 자주 듣는다.,다중지능검사,"자주, 구조, 다시, 성향, 명랑하고, 연극, 내용, 자기, 드러나지, 타고"
5497,나는 사물이 어떻게 작동하는지에 대해 질문을 많이 한다.,다중지능검사,"만지거나, 받으며, 말하기, 맡기는, 살펴볼, 미술, 칭찬, 상태, 탐색하는, 시간환경관리"
5498,기대감,자기조절학습검사,"나타나는, 자기주도적, 과학, 가능성, 의견, 물리적, 철저한, 자전거, 직접, 필요"
5499,남들 앞에서 실수한 일이 있어도 쉽게 잊을 수 있다.,다요인검사,"타고, 자연학습, 리더십, 평균, 메타, 자동차, 말로, 적응하고, 외국어, 자기주도적"
5500,무슨 일이든지 끝까지 세심한 주의를 다해야만 안심이 된다.,다요인검사,"형태, 영화, 동정심, 도표, 자기, 얼굴표정, 삼단논법, 학습하기, 순차적, 연극"
5501,나는 사람들의 이름을 잘 기억하는 편이다.,다요인검사,"도움, 글쓰기, 아는, 추상적, 있어, 조용한, 쓰기, 해석, 사교적, 민감해"
5502,자료를 분석하여 보고서를 작성한다. ,진로발달검사,"도표, 게임, 해주는, 힘들어합니다, 자기주장, 물리적, 듣기, 자기주도적, 때문, 불편"
5503,나는 중요하다고 생각되는 내용은 외운다.,자기조절학습검사,"아는, 이론, 서핑, 많고, 깊게, 연역적, 좋아합니다, 공부, 강점, 있어"
5504,공부할 내용이 많다고 느껴질 때도 긍정적으로 생각해보려 노력한다.,자기조절학습검사,"축구, 헬스, 과학적, 인식, 어떻게, 맡기는, 그림, 거부감, 바둑, 가설설정"
5505,항공기 조종사 : 항공기가 정해진 시간에 목적지까지 안전하게 도착할 수 있도록 조종하는 사람 ,진로발달검사,"듣기, 작곡하는, 수학적, 해냅니다, 느낄, 해결하는, 활용하기, 구조, 기능, 어떻게"
5506,나는 사람들이 나에게 조언을 받으려 오는 일을 하고 싶다.,다요인검사,"논리적, 야외체험학습, 제시하는, 사람들, 리더십, 추려, 말하기, 제스처, 학습내용, 요지"
5507,반드시 자녀를 낳을 필요는 없다고 생각한다.,다요인검사,"혹은, 이론, 인내심, 상황, 보다, 합니다, 언어, 통해, 가치, 명랑하고"
5508,나는 연습을 많이 하면 음악을 잘 할 수 있을 것 같다.,다중지능검사,"관심, 공예, 없으나, 언어, 성실하게, 자원활용, 풍부해, 창의적, 과학, 의견"
5509,은행에서 사람들에게 돈을 빌려주거나 받는 일을 한다. ,진로발달검사,"꼼꼼하고, 거부감, 믿고, 듣기, 학습내용, 공부하기, 노래, 자료, 제시하는, 기하학적"
5510,학교에서 배우는 내용들이 언젠가는 쓸모가 있을 것이다.,자기조절학습검사,"기술, 겪을, 혹은, 불편함이, 안정적, 요지, 수학적, 그래프, 표현할, 힘들어합니다"
5511,남에게 영향력을 행사할 수 있는 대단한 행동은 하고 싶지 않다.,다요인검사,"숫자, 경험하기를, 숫자, 공예, 생각하며, 불편함을, 정서, 안온하게, 독서, 성실하게"
5512,나는 사람들의 이름을 잘 기억하는 편이다.,다요인검사,"목표, 추려, 어려울, 작은, 부끄럼, 실천전략, 능력, 인식, 성실하게, 있으며"
5513,나는 자주 놀러 다니는 편이다.,다요인검사,"세계, 스터디, 기민성;, 거부감, 불안정하여, 그래프, 동기유발, 안정적, 없고, 겪고"
5514,나는 이해가 잘 안 되는 부분은 시간을 더 들여 천천히 공부한다.,자기조절학습검사,"아는, 현실적, 체험학습, 불편함이, 크기, 미술, 비판적이거나, 활용하기, 디자인, 미용"
5515,자살시도를 한 적이 있다.,다요인검사,"과학, 그림, 노래, 많은, 정서조절, 직접, 조성하, 관심, 가설설정, 경험들"
5516,나는 다른 사람보다 끈기가 강한 편이다.,자기조절학습검사,"편이, 노래, 학습, 먼저, 일상생활, 느낄, 관심, 안정상, 필요, 좋아합니다"
5517,법관이 되어 범죄자들을 재판한다. ,진로발달검사,"밴다이어그램, 긴장유지, 등산, 여기는, 혹은, 논리적, 있어, 제스처, 사교적, 자기주장"
5518,공부가 나에게 도움을 준다고 생각한다.,자기조절학습검사,"불안정하여, 학습내용, 리더십, 편안히, 구조, 노래, 순차적, 그래프, 겪고, 좋아합니다"
5519,글쓰기를 잘 한다 ,진로발달검사,"미용, 가능성, 기술, 듣기, 사교적, 단서, 음악, 자원활용, 패션, 공감하면서도"
5520,한 가지 일에 몰두하기 힘들다.,자기조절학습검사,"관심, 현장학습, 기존, 자원활용, 신체, 함께, 있어, 많은, 추리, 세세한"
5521,나는 고집이 있는 편이다.,다요인검사,"신체교육, 정서, 연산, 있음에도, 관심, 글쓰기, 댄스, 그룹, 위해, 평균"
5522,나는 공부할 때 전체적으로 중요한 것이 무엇인지 파악해 본다.,자기조절학습검사,"아닙니다, 맡기는, 때문, 미루지, 직접, 도식, 자주, 즐김, 추려, 자주"
5523,나는 게임을 하면 숙제를 할 시간이 없다는 것을 알면서도 게임을 계속 한다.,자기조절학습검사,"듣지만, 부끄럼, 아는, 개인사를, 주의, 자동차, 신체, 꼼꼼하고, 안정적, 추리"
5524,남들이 인정할 정도로 매사를 잘 처리하는 편이다.,다요인검사,"스트레스, 자기주도적, 협동적, 단서, 자연학습, 상상력, 노래, 의견, 도형, 골프"
5525,떠들썩한 파티보다는 집에서 조용히 취미생활이나 하겠다.,다요인검사,"불편함을, 등산, 논리적, 학습, 자연학습, 이론, 얼굴표정, 현실적, 자연학습, 자연학습"
5526,나는 다른 사람의 기분이나 감정을 잘 파악하고 대처한다.,다중지능검사,"인테리어, 물리적, 내향적, 있을, 학문, 겪고, 분류하기, 저널, 자기주도적, 보다"
5527,나는 쓸모없는 사람인 것 같다.,자기조절학습검사,"가기, 사교적, 미루지, 철저한, 일상생활, 경우일, 설정, 있고, 듣지만, 창의적"
5528,거칠고 반항적인 사람보다 예의바른 사람들과 어울리고 싶다.,다요인검사,"어울릴, 가기, 안정상, 유추, 관계지각, 스노보드, 의견, 위해, 학습, 넘칩니다"
5529,공부할 때 전체적으로 중요한 것이 무엇인지 파악해 본다.,자기조절학습검사,"디자인, 설정, 필요, 내향적, 현장학습, 자기계발, 스피드, 제시하는, 해주는, 도식"
5530,나는 노트한 내용 중에서 중요한 내용들을 요약해 본다.,자기조절학습검사,"분류하기, 캠핑, 헬스, 살펴볼, 어떻게, 디자인, 도움, 동기유발, 작은, 경우일"
5531,집에 들어가기가 싫다.,다요인검사,"지각하는, 만화, 해석, 도움, 얼굴표정, 좋아합니다, 가기, 미용, 요리, 음악"
5532,지루함,자기조절학습검사,"해석하는, 관계지각, 불안정하여, 지식, 학습내용, 조용한, 없고, 긴장유지, 사랑, 관계지각"
5533,나는 수업에서 다루는 내용들이 배울 만한 가치가 있다고 생각한다.,자기조절학습검사,"드러나지, 축구, 동작, 음악, 있음에도, 건강, 안정적, 있으며, 있으며, 그림"
5534,다른 사람의 감정을 상하게 한 적이 없다.,자기조절학습검사,"해결할, 구체적, 상태, 공감하면서도, 만지거나, 경험들, 방법, 넘칩니다, 추려, 다양한"
5535,지금 제대로 공부하지 않으면 내 성적이 얼마나 나빠질지 생각해본다.,자기조절학습검사,"만화, 경험하기를, 서핑, 목표, 스터디, 주의, 듣기, 축구, 내용, 수학적"
5536,"나는 공부할 때 방해되거나 필요 없는 것들(게임기, 만화책,휴대폰 등)을 치운다.",자기조절학습검사,"취미생활, 있음에도, 시관환경관리, 규칙적, 정서조절, 과학, 철저한, 통해, 대한, 범주"
5537,"나는 계획한 공부를 다 하지 못하면 좋아하는 것(게임, TV시청 등)을 하지 않기로 다짐한다.",자기조절학습검사,"해석, 사고, 적응하고, 건강, 규칙적, 바둑, 일상생활, 해석, 나타나는, 스피드"
5538,기대감,자기조절학습검사,"운동, 야외자연활동, 통해, 댄스, 만지거나, 반응할, 받아들이기, 학습법, 패턴, 에너지"
5539,나는 주변사람들로부터 진로에 관한 정보를 구한다. ,진로발달검사,"논리적, 불편함이, 흐름, 반응하는, 가설설정, 학습하기, 넘칩니다, 주의, 도형, 학습하기"
5540,결정할 일이 있을 때 주변에 도와주는 사람이 별로 없다. ,진로발달검사,"이론, 과학, 먼저, 상상력, 목표, 자기, 편안한, 안온하게, 아니며, 상황"
5541,레크레이션 강사 : 캠프 등에서 오락프로그램을 계획하고 진행하는 사람 ,진로발달검사,"적극적, 도움, 제스처, 현실적, 수학, 상상력, 설정, 일반적, 해내기, 공부"
5542,나는 공부하다 지루해지면 다시 집중하기 어렵다.,자기조절학습검사,"범주, 어떻게, 식물, 깊게, 경우일, 나타나는, 움직여, 기민성;, 기민성, 힘들어합니다"
5543,나는 시험 보는 중에도 나쁜 결과가 나올까 심하게 걱정된다.,자기조절학습검사,"통해, 수학적, 기능, 언어, 해외여행, 기술, 때문, 악기연주하기, 타고, 현실적"
5544,공부하다가 혼동이 생기면 앞으로 돌아가 내용을 확인한다.,자기조절학습검사,"받으며, 없으나, 작은, 아는, 깊습니다, 가기, 받으면, 과학, 제시하는, 조성하"
5545,나는 어떤 과목에 소질이 있는지 잘 알고 있다.  ,진로발달검사,"과학적, 넘칩니다, 자료, 기하학적, 인테리어, 차트, 사고, 가려고, 대한, 사용하기"
5546,배운 것에 대한 이해력이 좋다 ,진로발달검사,"중재학습, 악기연주하기, 보다, 동작, 영화, 생각하는, 힘들어합니다, 메타, 오감, 많은"
5547,나는 노래의 멜로디를 잘 기억한다.,다중지능검사,"학문, 국내여행, 진로, 진로, 기하학적, 통해, 관심, 가려고, 적응하고, 위해"
5548,공부하고 있는 내용들을 이해하고 있는지 확인해본다.,자기조절학습검사,"식물, 관계, 깊게, 세계, 학습내용, 악기연주하기, 힘들어합니다, 합니다, 부끄럼, 집단적"
5549,나는 공부한 만큼 성적이 나오지 않아도 쉽게 좌절하지 않는다.,자기조절학습검사,"아닌지, 적극적, 듣기, 없고, 흐름, 항목, 겪을, 사람들, 거부감, 평균"
5550,기분이 좋지 않으면 감정에 휘말려 책이 눈에 들어오지 않는다.,자기조절학습검사,"분류하기, 상태, 사람들, 상상력, 자기, 좋아합니다, 미술, 스포츠, 요리, 차트"
